timepoint,altitude,latlng,watts,moving,cadence,velocity_smooth,time,heartrate,grade_smooth,distance
856,1.0,"[52.102687, 4.353348]",107,True,75,7.0,989,119,-1.5,5183.2
857,1.0,"[52.102646, 4.353272]",111,True,75,7.06,990,119,-2.2,5190.1
858,0.8,"[52.102605, 4.353197]",106,True,74,6.94,991,119,-2.1,5196.9
859,0.6,"[52.102563, 4.353122]",104,True,72,6.96,992,119,-2.2,5204.2
860,0.4,"[52.102524, 4.353045]",105,True,74,6.98,993,119,-3.0,5211.2
861,0.4,"[52.102486, 4.352971]",104,True,72,6.86,994,119,-2.2,5217.5
862,0.0,"[52.102447, 4.352897]",106,True,72,6.78,995,118,-1.5,5224.0
863,0.0,"[52.102408, 4.352822]",118,True,72,6.84,996,118,-2.3,5231.1
864,0.0,"[52.102371, 4.352751]",133,True,71,6.66,997,118,-0.8,5237.5
865,-0.2,"[52.102334, 4.352681]",134,True,72,6.5,998,118,0.0,5243.7
866,-0.2,"[52.102297, 4.352614]",134,True,70,6.48,999,118,0.8,5249.9
867,0.0,"[52.102258, 4.352542]",132,True,70,6.46,1000,117,1.6,5256.3
868,0.2,"[52.10222, 4.352469]",133,True,71,6.38,1001,118,2.3,5263.0
869,0.2,"[52.102183, 4.352399]",129,True,69,6.32,1002,117,2.3,5269.1
870,0.4,"[52.102146, 4.352324]",128,True,71,6.38,1003,117,0.8,5275.6
871,0.6,"[52.102109, 4.352246]",127,True,72,6.48,1004,117,0.8,5282.3
872,0.4,"[52.102071, 4.35217]",127,True,70,6.5,1005,118,0.0,5288.8
873,0.4,"[52.102033, 4.352093]",119,True,72,6.54,1006,117,-0.8,5295.7
874,0.4,"[52.101995, 4.352019]",125,True,72,6.6,1007,118,0.0,5302.1
875,0.4,"[52.101956, 4.351947]",118,True,72,6.54,1008,118,0.0,5308.3
876,0.4,"[52.101914, 4.35187]",111,True,72,6.56,1009,118,0.0,5315.1
877,0.4,"[52.10187, 4.351795]",111,True,74,6.62,1010,118,0.0,5321.9
878,0.4,"[52.101825, 4.351725]",116,True,72,6.54,1011,118,0.0,5328.4
879,0.4,"[52.101785, 4.351644]",102,True,70,6.5,1012,119,0.0,5334.6
880,0.4,"[52.101751, 4.351574]",105,True,69,6.44,1013,119,0.0,5340.5
881,0.4,"[52.101713, 4.351505]",125,True,72,6.34,1014,119,0.0,5346.8
882,0.4,"[52.101674, 4.351427]",135,True,70,6.3,1015,118,0.0,5353.4
883,0.4,"[52.10163, 4.351345]",123,True,73,6.48,1016,118,0.7,5360.8
884,0.4,"[52.101594, 4.351269]",129,True,72,6.58,1017,118,0.8,5367.5
885,0.6,"[52.10156, 4.351194]",139,True,73,6.7,1018,118,1.6,5374.0
886,0.6,"[52.101524, 4.351122]",142,True,73,6.58,1019,118,1.6,5379.7
887,0.8,"[52.101488, 4.35105]",133,True,72,6.5,1020,119,0.8,5385.9
888,0.8,"[52.101449, 4.350973]",130,True,73,6.44,1021,119,0.7,5393.0
889,0.8,"[52.101411, 4.350899]",126,True,72,6.52,1022,119,0.0,5400.1
890,0.8,"[52.101372, 4.350822]",99,True,72,6.48,1023,119,0.0,5406.4
891,0.8,"[52.101334, 4.350745]",98,True,71,6.72,1024,119,0.0,5413.3
892,0.8,"[52.101301, 4.350675]",101,True,71,6.68,1025,118,0.8,5419.3
893,0.8,"[52.101266, 4.350607]",100,True,70,6.6,1026,119,0.8,5426.0
894,1.0,"[52.101229, 4.350546]",112,True,71,6.4,1027,118,1.6,5432.1
895,1.0,"[52.101198, 4.350474]",119,True,71,6.3,1028,118,0.8,5437.9
896,1.2,"[52.101163, 4.350402]",126,True,68,6.1,1029,118,0.0,5443.8
897,1.0,"[52.101127, 4.350332]",139,True,68,6.2,1030,119,-0.8,5450.3
898,1.0,"[52.101091, 4.350261]",141,True,69,6.16,1031,118,-2.3,5456.8
899,0.8,"[52.101056, 4.350189]",132,True,68,6.38,1032,119,-1.5,5464.0
900,0.6,"[52.101019, 4.350127]",131,True,68,6.34,1033,119,-1.5,5469.6
901,0.6,"[52.100982, 4.350052]",135,True,67,6.58,1034,120,-0.8,5476.7
902,0.6,"[52.100947, 4.349986]",129,True,66,6.56,1035,120,0.8,5483.1
903,0.6,"[52.100909, 4.349921]",126,True,67,6.54,1036,120,0.8,5489.5
904,0.8,"[52.100871, 4.349857]",123,True,66,6.4,1037,120,0.8,5496.0
905,0.8,"[52.100835, 4.349793]",118,True,70,6.44,1038,120,0.8,5501.8
906,0.8,"[52.1008, 4.349727]",133,True,66,6.2,1039,120,0.0,5507.7
907,0.8,"[52.100761, 4.349653]",127,True,69,6.28,1040,120,0.0,5514.5
908,0.8,"[52.100724, 4.349577]",124,True,67,6.4,1041,119,0.7,5521.5
909,0.8,"[52.100687, 4.349502]",115,True,68,6.42,1042,119,1.5,5528.1
910,1.0,"[52.100649, 4.349425]",128,True,68,6.64,1043,119,0.7,5535.0
911,1.2,"[52.10061, 4.349348]",127,True,69,6.8,1044,118,0.7,5541.7
912,1.0,"[52.10057, 4.34927]",127,True,71,6.88,1045,118,0.0,5548.9
913,1.0,"[52.100531, 4.349195]",125,True,70,6.84,1046,118,-1.5,5555.7
914,1.0,"[52.100492, 4.349121]",123,True,70,6.88,1047,117,-1.5,5562.5
915,0.8,"[52.100454, 4.349047]",113,True,71,6.84,1048,118,-1.5,5569.2
916,0.6,"[52.100417, 4.348973]",113,True,70,6.84,1049,118,-1.5,5575.9
917,0.6,"[52.100381, 4.348894]",123,True,69,6.82,1050,118,-0.8,5583.0
918,0.6,"[52.100348, 4.348819]",121,True,70,6.76,1051,118,0.0,5589.5
919,0.6,"[52.100315, 4.348746]",123,True,67,6.62,1052,118,0.0,5595.6
920,0.6,"[52.100281, 4.348672]",119,True,71,6.5,1053,118,0.0,5601.7
921,0.6,"[52.100247, 4.348599]",114,True,68,6.42,1054,119,0.8,5608.0
922,0.6,"[52.100213, 4.348526]",113,True,68,6.18,1055,119,0.0,5613.9
923,0.8,"[52.100178, 4.348451]",112,True,68,6.16,1056,119,0.0,5620.3
924,0.6,"[52.100142, 4.348373]",106,True,67,6.28,1057,119,0.0,5627.0
925,0.6,"[52.100105, 4.3483]",112,True,70,6.36,1058,118,-0.7,5633.5
926,0.6,"[52.100067, 4.348224]",123,True,68,6.48,1059,119,-1.5,5640.4
927,0.6,"[52.100033, 4.348149]",120,True,70,6.62,1060,118,-1.6,5647.0
928,0.2,"[52.099998, 4.348076]",116,True,68,6.6,1061,118,-2.4,5653.3
929,0.2,"[52.099965, 4.348005]",122,True,68,6.46,1062,118,-2.4,5659.3
930,0.0,"[52.09993, 4.347931]",124,True,68,6.46,1063,118,0.0,5665.8
931,0.0,"[52.099895, 4.34786]",116,True,71,6.32,1064,117,0.8,5672.0
932,0.2,"[52.09986, 4.347787]",114,True,69,6.28,1065,117,1.6,5678.4
933,0.4,"[52.099826, 4.347712]",97,True,69,6.3,1066,117,1.6,5684.8
934,0.4,"[52.099791, 4.347637]",92,True,69,6.4,1067,116,0.8,5691.3
935,0.4,"[52.099757, 4.347565]",81,True,67,6.36,1068,116,0.8,5697.6
936,0.4,"[52.099723, 4.347492]",104,True,69,6.3,1069,116,0.8,5703.5
937,0.6,"[52.099688, 4.347414]",114,True,69,6.32,1070,117,0.8,5710.0
938,0.6,"[52.099652, 4.347337]",118,True,71,6.4,1071,117,1.5,5716.8
939,0.6,"[52.099616, 4.34726]",115,True,70,6.46,1072,117,0.7,5723.6
940,0.8,"[52.099579, 4.347183]",114,True,70,6.52,1073,117,0.7,5730.2
941,0.8,"[52.099542, 4.347107]",118,True,72,6.66,1074,117,0.0,5736.8
942,0.8,"[52.099505, 4.34703]",102,True,72,6.74,1075,117,-0.8,5743.7
943,0.6,"[52.099469, 4.346955]",101,True,72,6.72,1076,117,-0.8,5750.4
944,0.6,"[52.099431, 4.346884]",98,True,71,6.58,1077,117,-0.8,5756.5
945,0.6,"[52.099394, 4.346807]",88,True,72,6.58,1078,118,0.0,5763.1
946,0.6,"[52.099356, 4.346728]",92,True,70,6.64,1079,120,0.0,5770.0
947,0.6,"[52.09932, 4.346653]",126,True,72,6.56,1080,124,0.0,5776.5
948,0.6,"[52.099284, 4.346578]",134,True,67,6.54,1081,124,0.0,5783.1
949,0.6,"[52.099247, 4.346501]",130,True,68,6.62,1082,124,0.0,5789.6
950,0.6,"[52.09921, 4.346422]",110,True,75,6.66,1083,125,-0.8,5796.4
951,0.6,"[52.099174, 4.346346]",98,True,71,6.64,1084,125,-0.8,5803.2
952,0.4,"[52.099137, 4.346274]",85,True,69,6.58,1085,125,-0.8,5809.4
953,0.4,"[52.099099, 4.346202]",96,True,68,6.6,1086,124,-0.8,5816.1
954,0.4,"[52.099062, 4.34613]",102,True,69,6.62,1087,124,0.0,5822.7
955,0.4,"[52.099025, 4.34606]",114,True,69,6.54,1088,124,0.8,5829.1
956,0.4,"[52.09899, 4.345994]",121,True,68,6.36,1089,124,0.8,5835.0
957,0.6,"[52.098953, 4.345924]",128,True,70,6.4,1090,124,1.6,5841.4
958,0.6,"[52.098917, 4.345854]",128,True,67,6.28,1091,124,2.4,5847.5
959,0.8,"[52.098881, 4.34578]",124,True,67,6.24,1092,124,1.6,5853.9
960,1.0,"[52.098847, 4.345704]",129,True,68,6.26,1093,124,1.6,5860.4
961,1.0,"[52.098814, 4.345626]",129,True,70,6.38,1094,124,0.0,5866.9
962,1.0,"[52.098781, 4.345547]",131,True,69,6.34,1095,124,-1.6,5873.1
963,0.8,"[52.098748, 4.34547]",116,True,69,6.52,1096,124,-1.6,5880.1
964,0.6,"[52.098715, 4.345395]",109,True,71,6.38,1097,123,-2.3,5885.8
965,0.6,"[52.098683, 4.345315]",118,True,67,6.38,1098,123,-0.8,5892.3
966,0.4,"[52.09865, 4.345237]",123,True,69,6.36,1099,122,0.0,5898.7
967,0.6,"[52.098618, 4.345162]",125,True,70,6.36,1100,121,0.0,5904.9
968,0.6,"[52.098586, 4.345082]",134,True,69,6.3,1101,121,0.8,5911.6
969,0.6,"[52.098554, 4.345002]",118,True,69,6.52,1102,121,-0.8,5918.4
970,0.6,"[52.098523, 4.344926]",116,True,71,6.42,1103,121,-0.8,5924.4
971,0.4,"[52.098489, 4.344847]",122,True,70,6.46,1104,120,-0.8,5931.0
972,0.4,"[52.098458, 4.344769]",124,True,69,6.44,1105,120,0.0,5937.1
973,0.4,"[52.098424, 4.344687]",125,True,69,6.48,1106,120,0.8,5944.0
974,0.6,"[52.09839, 4.344608]",120,True,72,6.46,1107,121,0.8,5950.7
975,0.6,"[52.098356, 4.344532]",123,True,69,6.54,1108,120,0.8,5957.1
976,0.6,"[52.098321, 4.344454]",123,True,68,6.52,1109,120,0.0,5963.6
977,0.6,"[52.098287, 4.344374]",120,True,70,6.68,1110,120,0.0,5970.5
978,0.6,"[52.098254, 4.344295]",119,True,68,6.62,1111,121,0.0,5977.1
979,0.6,"[52.09822, 4.344222]",120,True,70,6.58,1112,120,0.0,5983.6
980,0.6,"[52.098186, 4.344148]",100,True,68,6.54,1113,120,0.8,5989.8
981,0.6,"[52.098152, 4.344074]",106,True,70,6.58,1114,120,0.8,5996.5
982,0.8,"[52.098118, 4.344001]",127,True,67,6.42,1115,120,0.8,6002.6
983,0.8,"[52.098087, 4.343925]",128,True,71,6.36,1116,119,0.8,6008.9
984,0.8,"[52.098056, 4.343849]",122,True,68,6.32,1117,118,0.0,6015.2
985,0.8,"[52.098026, 4.343774]",121,True,67,6.3,1118,118,0.0,6021.3
986,0.8,"[52.097996, 4.343694]",101,True,68,6.22,1119,118,0.0,6027.6
987,0.8,"[52.097966, 4.343611]",106,True,70,6.3,1120,117,0.0,6034.1
988,0.8,"[52.097934, 4.343527]",113,True,70,6.42,1121,118,-0.7,6041.0
989,0.8,"[52.097902, 4.343445]",90,True,72,6.46,1122,118,-0.7,6047.5
990,0.6,"[52.09787, 4.343362]",86,True,73,6.6,1123,117,-1.5,6054.3
991,0.6,"[52.097837, 4.34328]",85,True,72,6.64,1124,118,-1.5,6060.8
992,0.4,"[52.097803, 4.343196]",81,True,72,6.72,1125,118,-0.7,6067.7
993,0.4,"[52.097769, 4.343115]",82,True,73,6.7,1126,117,-1.5,6074.5
994,0.4,"[52.097736, 4.343036]",89,True,72,6.72,1127,117,0.0,6081.1
995,0.2,"[52.097703, 4.342954]",83,True,72,6.74,1128,117,0.0,6088.0
996,0.4,"[52.097669, 4.342873]",83,True,73,6.82,1129,117,-0.8,6094.9
997,0.4,"[52.097635, 4.342794]",97,True,73,6.66,1130,116,0.0,6101.0
998,0.2,"[52.097599, 4.34271]",85,True,73,6.62,1131,116,-0.7,6107.6
999,0.2,"[52.097562, 4.342622]",91,True,76,6.82,1132,116,-1.4,6115.2
1000,0.2,"[52.097528, 4.342538]",99,True,72,6.9,1133,116,-0.7,6122.5
1001,0.0,"[52.097493, 4.342458]",91,True,73,6.78,1134,117,-1.4,6128.8
1002,0.0,"[52.097458, 4.342372]",78,True,75,7.04,1135,116,-0.7,6136.2
1003,-0.2,"[52.097427, 4.342285]",82,True,73,7.16,1136,116,-0.7,6143.4
1004,0.0,"[52.097405, 4.342193]",85,True,74,6.96,1137,116,-0.7,6150.0
1005,-0.2,"[52.09738, 4.342099]",86,True,72,6.86,1138,117,0.0,6156.8
1006,-0.2,"[52.09735, 4.342008]",92,True,74,7.04,1139,116,-0.7,6164.0
1007,-0.2,"[52.097317, 4.341925]",95,True,75,6.9,1140,116,0.0,6170.7
1008,-0.2,"[52.097283, 4.341845]",94,True,72,6.72,1141,116,0.0,6177.0
1009,-0.2,"[52.097249, 4.341761]",104,True,71,6.82,1142,117,-0.7,6184.1
1010,-0.2,"[52.097216, 4.341681]",110,True,71,6.8,1143,116,-0.7,6190.8
1011,-0.4,"[52.097184, 4.3416]",107,True,71,6.7,1144,116,-1.5,6197.5
1012,-0.4,"[52.097153, 4.341523]",110,True,69,6.72,1145,116,-0.8,6204.3
1013,-0.6,"[52.097122, 4.34145]",116,True,70,6.6,1146,117,0.8,6210.0
1014,-0.4,"[52.097091, 4.341373]",117,True,67,6.4,1147,117,1.6,6216.1
1015,-0.2,"[52.097059, 4.341295]",115,True,67,6.36,1148,118,3.1,6222.6
1016,0.0,"[52.097027, 4.341218]",121,True,69,6.28,1149,118,3.1,6228.9
1017,0.2,"[52.096996, 4.341137]",121,True,68,6.22,1150,118,2.3,6235.4
1018,0.4,"[52.096963, 4.34106]",126,True,69,6.38,1151,118,1.5,6241.9
1019,0.4,"[52.096931, 4.340982]",131,True,70,6.48,1152,118,0.8,6248.5
1020,0.4,"[52.0969, 4.340904]",133,True,69,6.44,1153,118,0.0,6254.8
1021,0.4,"[52.096868, 4.340827]",134,True,68,6.5,1154,118,0.0,6261.4
1022,0.4,"[52.096837, 4.340749]",115,True,68,6.5,1155,118,-0.8,6267.9
1023,0.4,"[52.096806, 4.340674]",114,True,70,6.4,1156,118,-1.6,6273.9
1024,0.2,"[52.096775, 4.340594]",114,True,71,6.32,1157,117,-2.4,6280.1
1025,0.0,"[52.096743, 4.340511]",110,True,68,6.42,1158,117,-2.3,6286.9
1026,-0.2,"[52.096711, 4.340433]",115,True,72,6.4,1159,117,-1.5,6293.4
1027,-0.2,"[52.096677, 4.340357]",115,True,70,6.38,1160,117,-0.8,6299.8
1028,-0.2,"[52.096644, 4.340282]",106,True,70,6.42,1161,117,0.0,6306.0
1029,-0.2,"[52.096612, 4.340199]",106,True,68,6.52,1162,117,0.0,6312.7
1030,-0.2,"[52.096579, 4.340118]",111,True,72,6.5,1163,117,0.0,6319.4
1031,-0.2,"[52.096546, 4.340037]",113,True,73,6.42,1164,117,0.0,6325.5
1032,-0.2,"[52.09651, 4.339953]",112,True,71,6.64,1165,117,0.0,6333.0
1033,-0.2,"[52.096477, 4.339875]",88,True,71,6.66,1166,117,0.0,6339.3
1034,-0.2,"[52.096443, 4.339796]",86,True,70,6.58,1167,117,0.0,6345.6
1035,-0.2,"[52.096409, 4.339714]",93,True,71,6.62,1168,117,0.0,6352.5
1036,-0.2,"[52.096375, 4.339635]",96,True,71,6.7,1169,117,0.0,6359.0
1037,-0.2,"[52.096341, 4.339557]",102,True,70,6.54,1170,117,0.8,6365.7
1038,-0.2,"[52.096305, 4.339479]",106,True,70,6.58,1171,117,0.8,6372.2
1039,0.0,"[52.09627, 4.3394]",102,True,72,6.66,1172,118,0.8,6378.9
1040,0.0,"[52.09624, 4.339317]",109,True,70,6.54,1173,117,0.8,6385.2
1041,0.0,"[52.096221, 4.339221]",104,True,72,6.64,1174,117,0.0,6392.2
1042,0.0,"[52.096213, 4.339125]",104,True,72,6.56,1175,116,0.7,6398.5
1043,0.0,"[52.09621, 4.339026]",110,True,71,6.6,1176,116,0.8,6405.2
1044,0.2,"[52.096217, 4.33893]",122,True,71,6.62,1177,116,0.8,6412.0
1045,0.2,"[52.096224, 4.338841]",108,True,70,6.64,1178,116,0.8,6418.4
1046,0.2,"[52.096241, 4.338756]",104,True,72,6.46,1179,117,0.0,6424.5
1047,0.2,"[52.096267, 4.338674]",109,True,68,6.42,1180,117,0.0,6430.6
1048,0.2,"[52.096288, 4.33859]",110,True,72,6.3,1181,117,-0.8,6436.7
1049,0.2,"[52.096308, 4.338502]",112,True,71,6.24,1182,117,-0.8,6443.2
1050,0.0,"[52.096327, 4.338412]",92,True,70,6.24,1183,117,-0.8,6449.6
1051,0.0,"[52.096348, 4.338318]",96,True,70,6.42,1184,117,0.0,6456.6
1052,0.0,"[52.096367, 4.338228]",107,True,69,6.54,1185,116,1.5,6463.3
1053,0.2,"[52.096385, 4.33814]",116,True,68,6.64,1186,117,1.6,6469.9
1054,0.4,"[52.096404, 4.338053]",118,True,69,6.52,1187,117,2.4,6475.8
1055,0.4,"[52.096424, 4.337963]",119,True,67,6.56,1188,116,1.6,6482.4
1056,0.6,"[52.096444, 4.337875]",106,True,69,6.42,1189,117,0.8,6488.7
1057,0.6,"[52.096467, 4.337783]",109,True,67,6.48,1190,116,0.8,6495.7
1058,0.6,"[52.096484, 4.337698]",118,True,69,6.46,1191,116,0.0,6502.2
1059,0.6,"[52.096502, 4.337617]",125,True,68,6.3,1192,116,-0.8,6507.3
1060,0.6,"[52.096521, 4.337526]",121,True,67,6.28,1193,116,-0.8,6513.8
1061,0.4,"[52.096536, 4.337428]",134,True,68,6.4,1194,117,-0.7,6520.7
1062,0.4,"[52.096552, 4.337331]",131,True,65,6.38,1195,116,-0.7,6527.6
1063,0.4,"[52.096572, 4.337239]",125,True,71,6.5,1196,116,0.0,6534.7
1064,0.4,"[52.0966, 4.337154]",137,True,69,6.76,1197,115,0.0,6541.1
1065,0.4,"[52.096637, 4.337083]",121,True,71,6.7,1198,115,-0.8,6547.3
1066,0.4,"[52.09668, 4.337024]",138,True,67,6.5,1199,115,-0.8,6553.2
1067,0.2,"[52.096728, 4.336978]",141,True,68,6.28,1200,115,-0.8,6559.0
1068,0.2,"[52.096777, 4.336935]",126,True,68,6.1,1201,116,-0.8,6565.2
1069,0.2,"[52.096826, 4.336888]",126,True,68,6.1,1202,116,0.0,6571.6
1070,0.2,"[52.096873, 4.336839]",85,True,67,6.1,1203,116,0.0,6577.8
1071,0.2,"[52.096921, 4.336788]",98,True,67,6.12,1204,115,0.0,6583.8
1072,0.2,"[52.096968, 4.336737]",103,True,65,6.24,1205,115,0.0,6590.2
1073,0.2,"[52.097017, 4.336691]",103,True,67,6.24,1206,115,0.0,6596.4
1074,0.2,"[52.097065, 4.336641]",119,True,67,6.36,1207,115,0.8,6603.4
1075,0.2,"[52.09711, 4.336589]",118,True,66,6.38,1208,115,0.8,6609.7
1076,0.4,"[52.097155, 4.336537]",109,True,67,6.4,1209,115,0.8,6615.8
1077,0.4,"[52.097199, 4.336483]",107,True,66,6.34,1210,115,1.7,6621.9
1078,0.4,"[52.097243, 4.336432]",110,True,70,6.26,1211,116,0.8,6627.7
1079,0.6,"[52.09729, 4.336382]",124,True,67,6.1,1212,116,0.8,6633.9
1080,0.6,"[52.097339, 4.336335]",106,True,62,6.12,1213,117,0.8,6640.3
1081,0.6,"[52.097384, 4.33629]",122,True,72,6.04,1214,117,-0.8,6646.0
1082,0.6,"[52.09743, 4.336241]",119,True,67,5.96,1215,118,-0.9,6651.7
1083,0.4,"[52.097476, 4.336194]",102,True,67,6.08,1216,119,0.0,6658.1
1084,0.4,"[52.097521, 4.33615]",112,True,67,5.98,1217,119,0.0,6663.8
1085,0.6,"[52.097568, 4.336107]",106,True,66,5.82,1218,121,0.9,6669.4
1086,0.6,"[52.097618, 4.336066]",109,True,65,5.92,1219,121,0.8,6675.6
1087,0.6,"[52.097667, 4.336018]",113,True,65,5.98,1220,121,0.0,6681.6
1088,0.6,"[52.097717, 4.335966]",101,True,66,6.1,1221,122,0.0,6688.6
1089,0.6,"[52.097764, 4.33591]",104,True,68,6.28,1222,122,0.0,6695.2
1090,0.6,"[52.097809, 4.335852]",91,True,65,6.46,1223,122,0.0,6701.7
1091,0.6,"[52.097848, 4.335788]",66,True,66,6.44,1224,122,0.8,6707.8
1092,0.6,"[52.097876, 4.335709]",96,True,66,6.44,1225,122,0.0,6713.8
1093,0.8,"[52.097896, 4.335622]",108,True,66,6.28,1226,122,-1.6,6720.0
1094,0.6,"[52.097907, 4.335525]",107,True,66,6.34,1227,122,-2.3,6726.9
1095,0.2,"[52.097904, 4.335431]",90,True,69,6.24,1228,123,-3.8,6732.9
1096,0.0,"[52.097892, 4.335338]",84,True,70,6.32,1229,121,-3.9,6739.4
1097,-0.2,"[52.097867, 4.335249]",81,True,72,6.48,1230,121,-3.1,6746.2
1098,-0.4,"[52.097839, 4.335171]",106,True,72,6.46,1231,120,-2.4,6752.3
1099,-0.6,"[52.097812, 4.335084]",115,True,71,6.36,1232,120,-1.6,6758.7
1100,-0.6,"[52.097786, 4.335001]",116,True,71,6.4,1233,120,-0.8,6764.9
1101,-0.6,"[52.097758, 4.334915]",115,True,74,6.52,1234,119,0.0,6772.0
1102,-0.6,"[52.097731, 4.334836]",103,True,70,6.36,1235,119,0.7,6778.0
1103,-0.6,"[52.0977, 4.334754]",103,True,70,6.44,1236,119,0.8,6784.5
1104,-0.4,"[52.097665, 4.334669]",99,True,72,6.58,1237,119,1.5,6791.6
1105,-0.4,"[52.09764, 4.334588]",91,True,71,6.64,1238,120,1.5,6798.1
1106,-0.2,"[52.097613, 4.334503]",74,True,71,6.6,1239,119,0.8,6805.0
1107,-0.2,"[52.097581, 4.334421]",100,True,73,6.7,1240,119,0.8,6811.5
1108,-0.2,"[52.097551, 4.334337]",107,True,72,6.7,1241,120,0.0,6818.0
1109,-0.2,"[52.097521, 4.334252]",107,True,72,6.56,1242,120,0.0,6824.4
1110,-0.2,"[52.097489, 4.334162]",102,True,71,6.64,1243,120,0.7,6831.3
1111,-0.2,"[52.097456, 4.334075]",108,True,71,6.74,1244,120,0.7,6838.7
1112,0.0,"[52.097426, 4.333988]",122,True,68,6.82,1245,120,0.7,6845.6
1113,0.0,"[52.097392, 4.333902]",122,True,75,7.0,1246,120,0.0,6853.0
1114,0.0,"[52.097363, 4.333824]",110,True,70,6.98,1247,120,-2.3,6859.3
1115,-0.2,"[52.097337, 4.333741]",111,True,72,6.92,1248,119,-3.1,6865.9
1116,-0.6,"[52.097308, 4.333658]",121,True,69,6.7,1249,119,-4.7,6872.2
1117,-0.8,"[52.097279, 4.333574]",121,True,69,6.64,1250,119,-5.4,6878.8
1118,-1.2,"[52.09725, 4.33349]",112,True,71,6.4,1251,118,-4.5,6885.0
1119,-1.6,"[52.09722, 4.333404]",96,True,70,6.5,1252,118,-3.1,6891.8
1120,-1.8,"[52.097194, 4.33332]",101,True,69,6.54,1253,118,-1.5,6898.6
1121,-1.6,"[52.097167, 4.33324]",114,True,69,6.54,1254,118,0.8,6904.9
1122,-1.6,"[52.097137, 4.33316]",119,True,70,6.56,1255,118,2.4,6911.6
1123,-1.4,"[52.097109, 4.333083]",119,True,70,6.52,1256,118,1.6,6917.6
1124,-1.2,"[52.097083, 4.333005]",121,True,68,6.42,1257,118,2.5,6923.9
1125,-1.2,"[52.097055, 4.332926]",138,True,70,6.28,1258,117,1.6,6930.0
1126,-1.0,"[52.097028, 4.332848]",138,True,67,6.22,1259,117,0.8,6936.0
1127,-1.0,"[52.097002, 4.33277]",136,True,68,6.16,1260,117,1.6,6942.4
1128,-1.0,"[52.096976, 4.332695]",125,True,66,6.1,1261,118,0.0,6948.1
1129,-0.8,"[52.096951, 4.332616]",121,True,67,6.14,1262,118,0.0,6954.6
1130,-1.0,"[52.096928, 4.332541]",129,True,66,6.02,1263,118,-0.9,6960.1
1131,-1.0,"[52.096901, 4.332466]",128,True,65,5.94,1264,118,-1.7,6965.7
1132,-1.2,"[52.096877, 4.332389]",125,True,67,5.84,1265,118,-0.9,6971.6
1133,-1.2,"[52.096853, 4.332308]",113,True,68,5.96,1266,119,-0.8,6977.9
1134,-1.2,"[52.096828, 4.332226]",109,True,67,5.76,1267,119,0.0,6983.4
1135,-1.2,"[52.096801, 4.332142]",102,True,66,5.94,1268,119,0.0,6989.8
1136,-1.2,"[52.096772, 4.332056]",101,True,71,6.18,1269,118,-0.8,6996.6
1137,-1.2,"[52.096745, 4.331969]",97,True,66,6.32,1270,119,-0.8,7003.2
1138,-1.4,"[52.096719, 4.331884]",92,True,72,6.38,1271,119,-0.8,7009.8
1139,-1.4,"[52.096692, 4.331798]",103,True,69,6.54,1272,119,0.0,7016.1
1140,-1.4,"[52.096667, 4.331714]",97,True,68,6.58,1273,118,1.5,7022.7
1141,-1.2,"[52.096639, 4.331624]",97,True,71,6.68,1274,119,1.5,7030.0
1142,-1.0,"[52.096613, 4.331535]",101,True,71,6.72,1275,119,1.5,7036.8
1143,-1.0,"[52.096587, 4.33145]",90,True,68,6.74,1276,119,0.8,7043.5
1144,-1.0,"[52.096561, 4.331363]",85,True,72,6.78,1277,120,-0.8,7050.0
1145,-1.0,"[52.096533, 4.331279]",105,True,71,6.68,1278,119,-0.8,7056.1
1146,-1.2,"[52.096507, 4.331193]",103,True,70,6.52,1279,119,-1.5,7062.6
1147,-1.2,"[52.09648, 4.331107]",102,True,70,6.54,1280,120,-1.5,7069.5
1148,-1.4,"[52.096454, 4.33102]",101,True,72,6.58,1281,119,0.0,7076.4
1149,-1.4,"[52.096429, 4.330935]",98,True,72,6.52,1282,119,0.0,7082.6
1150,-1.2,"[52.096401, 4.330849]",102,True,71,6.6,1283,119,1.5,7089.1
1151,-1.2,"[52.096373, 4.330759]",93,True,70,6.74,1284,120,1.5,7096.3
1152,-1.0,"[52.096347, 4.330672]",86,True,68,6.64,1285,119,0.7,7102.7
1153,-1.0,"[52.096322, 4.330582]",87,True,72,6.58,1286,119,1.5,7109.3
1154,-1.0,"[52.0963, 4.33049]",106,True,71,6.68,1287,119,1.5,7116.0
1155,-0.8,"[52.09628, 4.330397]",93,True,70,6.84,1288,119,1.4,7123.3
1156,-0.6,"[52.09626, 4.330306]",86,True,72,6.78,1289,120,2.2,7130.2
1157,-0.6,"[52.096238, 4.330215]",88,True,72,6.88,1290,119,1.5,7137.1
1158,-0.4,"[52.096215, 4.330133]",98,True,72,6.82,1291,119,0.8,7143.4
1159,-0.4,"[52.096187, 4.330047]",103,True,72,6.76,1292,120,0.8,7149.8
1160,-0.4,"[52.096155, 4.329965]",112,True,72,6.64,1293,119,-0.8,7156.5
1161,-0.4,"[52.096124, 4.329883]",106,True,73,6.62,1294,119,-2.3,7163.3
1162,-0.6,"[52.096096, 4.329803]",103,True,71,6.44,1295,120,-3.1,7169.3
1163,-1.0,"[52.096069, 4.329719]",94,True,71,6.48,1296,120,-4.9,7175.8
1164,-1.2,"[52.096043, 4.329638]",87,True,71,6.52,1297,120,-5.7,7182.4
